CustomerID,PaymentDate,Subtotal,ShippingFee
668,4/15/2021,$432.99 ,$40.99 
669,4/15/2021,$92.99 ,$32.99 
670,4/15/2021,$301.99 ,$36.99 
671,4/15/2021,$301.99 ,$36.99 
672,4/15/2021,$252.99 ,$40.99 
673,4/15/2021,$301.99 ,$36.99 
674,4/15/2021,$432.99 ,$40.99 
675,4/15/2021,$172.99 ,$32.99 
676,4/15/2021,$177.99 ,$36.99 
677,4/15/2021,$353.99 ,$48.99 
678,4/15/2021,$252.99 ,$40.99 
679,4/15/2021,$432.99 ,$40.99 
680,4/15/2021,$252.99 ,$40.99 
681,4/15/2021,$172.99 ,$32.99 
682,4/15/2021,$172.99 ,$32.99 
683,4/15/2021,$313.99 ,$44.99 
684,4/15/2021,$537.99 ,$44.99 
685,4/15/2021,$432.99 ,$40.99 
686,4/15/2021,$252.99 ,$40.99 
687,4/15/2021,$301.99 ,$36.99 
688,4/15/2021,$252.99 ,$40.99 
689,4/15/2021,$177.99 ,$36.99 
690,4/15/2021,$301.99 ,$36.99 
691,4/15/2021,$301.99 ,$36.99 
692,4/15/2021,$252.99 ,$40.99 
693,4/15/2021,$172.99 ,$32.99 
694,4/15/2021,$353.99 ,$48.99 
695,4/15/2021,$177.99 ,$36.99 
696,4/15/2021,$177.99 ,$36.99 
697,4/15/2021,$177.99 ,$36.99 
698,4/15/2021,$177.99 ,$36.99 
2,5/15/2021,$432.99 ,$40.99 
3,5/15/2021,$92.99 ,$32.99 
4,5/15/2021,$177.99 ,$36.99 
5,5/15/2021,$252.99 ,$40.99 
6,5/15/2021,$252.99 ,$40.99 
7,5/15/2021,$252.99 ,$40.99 
8,5/15/2021,$172.99 ,$32.99 
9,5/15/2021,$353.99 ,$48.99 
10,5/15/2021,$313.99 ,$44.99 
12,5/15/2021,$252.99 ,$40.99 
13,5/15/2021,$177.99 ,$36.99 
14,5/15/2021,$301.99 ,$36.99 
15,5/15/2021,$252.99 ,$40.99 
16,5/15/2021,$252.99 ,$40.99 
18,5/15/2021,$301.99 ,$36.99 
19,5/15/2021,$177.99 ,$36.99 
20,5/15/2021,$313.99 ,$44.99 
21,5/15/2021,$172.99 ,$32.99 
22,5/15/2021,$432.99 ,$40.99 
23,5/15/2021,$313.99 ,$44.99 
24,5/15/2021,$252.99 ,$40.99 
25,5/15/2021,$92.99 ,$32.99 
26,5/15/2021,$301.99 ,$36.99 
27,5/15/2021,$313.99 ,$44.99 
28,5/15/2021,$177.99 ,$36.99 
29,5/15/2021,$313.99 ,$44.99 
30,5/15/2021,$301.99 ,$36.99 
31,5/15/2021,$432.99 ,$40.99 
32,5/15/2021,$432.99 ,$40.99 
33,5/15/2021,$172.99 ,$32.99 
34,5/15/2021,$172.99 ,$32.99 
35,5/15/2021,$537.99 ,$44.99 
36,5/15/2021,$301.99 ,$36.99 
37,5/15/2021,$301.99 ,$36.99 
40,5/15/2021,$252.99 ,$40.99 
41,5/15/2021,$92.99 ,$32.99 
42,5/15/2021,$177.99 ,$36.99 
43,5/15/2021,$177.99 ,$36.99 
44,5/15/2021,$177.99 ,$36.99 
45,5/15/2021,$92.99 ,$32.99 
46,5/15/2021,$353.99 ,$48.99 
47,5/15/2021,$432.99 ,$40.99 
48,5/15/2021,$92.99 ,$32.99 
49,5/15/2021,$172.99 ,$32.99 
50,5/15/2021,$432.99 ,$40.99 
51,5/15/2021,$177.99 ,$36.99 
52,5/15/2021,$301.99 ,$36.99 
55,5/15/2021,$252.99 ,$40.99 
56,5/15/2021,$353.99 ,$48.99 
57,5/15/2021,$92.99 ,$32.99 
58,5/15/2021,$172.99 ,$32.99 
59,5/15/2021,$353.99 ,$48.99 
60,5/15/2021,$432.99 ,$40.99 
61,5/15/2021,$172.99 ,$32.99 
62,5/15/2021,$301.99 ,$36.99 
63,5/15/2021,$252.99 ,$40.99 
64,5/15/2021,$252.99 ,$40.99 
65,5/15/2021,$172.99 ,$32.99 
66,5/15/2021,$537.99 ,$44.99 
67,5/15/2021,$432.99 ,$40.99 
68,5/15/2021,$432.99 ,$40.99 
69,5/15/2021,$301.99 ,$36.99 
70,5/15/2021,$177.99 ,$36.99 
72,5/15/2021,$252.99 ,$40.99 
73,5/15/2021,$313.99 ,$44.99 
74,5/15/2021,$432.99 ,$40.99 
75,5/15/2021,$172.99 ,$32.99 
76,5/15/2021,$177.99 ,$36.99 
77,5/15/2021,$177.99 ,$36.99 
78,5/15/2021,$92.99 ,$32.99 
81,5/15/2021,$177.99 ,$36.99 
82,5/15/2021,$177.99 ,$36.99 
83,5/15/2021,$92.99 ,$32.99 
84,5/15/2021,$301.99 ,$36.99 
86,5/15/2021,$252.99 ,$40.99 
87,5/15/2021,$537.99 ,$44.99 
88,5/15/2021,$432.99 ,$40.99 
89,5/15/2021,$353.99 ,$48.99 
90,5/15/2021,$177.99 ,$36.99 
91,5/15/2021,$301.99 ,$36.99 
92,5/15/2021,$313.99 ,$44.99 
93,5/15/2021,$92.99 ,$32.99 
94,5/15/2021,$313.99 ,$44.99 
95,5/15/2021,$252.99 ,$40.99 
97,5/15/2021,$177.99 ,$36.99 
98,5/15/2021,$177.99 ,$36.99 
99,5/15/2021,$301.99 ,$36.99 
100,5/15/2021,$177.99 ,$36.99 
101,5/15/2021,$252.99 ,$40.99 
102,5/15/2021,$301.99 ,$36.99 
103,5/15/2021,$432.99 ,$40.99 
104,5/15/2021,$432.99 ,$40.99 
105,5/15/2021,$252.99 ,$40.99 
106,5/15/2021,$177.99 ,$36.99 
107,5/15/2021,$252.99 ,$40.99 
108,5/15/2021,$177.99 ,$36.99 
109,5/15/2021,$177.99 ,$36.99 
110,5/15/2021,$252.99 ,$40.99 
111,5/15/2021,$313.99 ,$44.99 
112,5/15/2021,$353.99 ,$48.99 
113,5/15/2021,$172.99 ,$32.99 
115,5/15/2021,$92.99 ,$32.99 
116,5/15/2021,$252.99 ,$40.99 
117,5/15/2021,$92.99 ,$32.99 
118,5/15/2021,$313.99 ,$44.99 
120,5/15/2021,$177.99 ,$36.99 
121,5/15/2021,$432.99 ,$40.99 
122,5/15/2021,$301.99 ,$36.99 
123,5/15/2021,$301.99 ,$36.99 
124,5/15/2021,$92.99 ,$32.99 
125,5/15/2021,$252.99 ,$40.99 
126,5/15/2021,$432.99 ,$40.99 
129,5/15/2021,$252.99 ,$40.99 
130,5/15/2021,$252.99 ,$40.99 
132,5/15/2021,$313.99 ,$44.99 
133,5/15/2021,$432.99 ,$40.99 
138,5/15/2021,$92.99 ,$32.99 
139,5/15/2021,$301.99 ,$36.99 
140,5/15/2021,$313.99 ,$44.99 
141,5/15/2021,$353.99 ,$48.99 
142,5/15/2021,$432.99 ,$40.99 
143,5/15/2021,$172.99 ,$32.99 
144,5/15/2021,$655.99 ,$48.99 
145,5/15/2021,$313.99 ,$44.99 
146,5/15/2021,$177.99 ,$36.99 
147,5/15/2021,$252.99 ,$40.99 
148,5/15/2021,$252.99 ,$40.99 
149,5/15/2021,$172.99 ,$32.99 
150,5/15/2021,$301.99 ,$36.99 
151,5/15/2021,$252.99 ,$40.99 
152,5/15/2021,$177.99 ,$36.99 
153,5/15/2021,$537.99 ,$44.99 
155,5/15/2021,$92.99 ,$32.99 
156,5/15/2021,$177.99 ,$36.99 
157,5/15/2021,$92.99 ,$32.99 
158,5/15/2021,$92.99 ,$32.99 
160,5/15/2021,$252.99 ,$40.99 
161,5/15/2021,$252.99 ,$40.99 
162,5/15/2021,$177.99 ,$36.99 
163,5/15/2021,$252.99 ,$40.99 
165,5/15/2021,$432.99 ,$40.99 
166,5/15/2021,$432.99 ,$40.99 
167,5/15/2021,$537.99 ,$44.99 
168,5/15/2021,$353.99 ,$48.99 
169,5/15/2021,$172.99 ,$32.99 
170,5/15/2021,$177.99 ,$36.99 
171,5/15/2021,$252.99 ,$40.99 
173,5/15/2021,$301.99 ,$36.99 
174,5/15/2021,$432.99 ,$40.99 
175,5/15/2021,$301.99 ,$36.99 
176,5/15/2021,$172.99 ,$32.99 
177,5/15/2021,$432.99 ,$40.99 
178,5/15/2021,$92.99 ,$32.99 
179,5/15/2021,$301.99 ,$36.99 
180,5/15/2021,$432.99 ,$40.99 
181,5/15/2021,$252.99 ,$40.99 
182,5/15/2021,$252.99 ,$40.99 
184,5/15/2021,$172.99 ,$32.99 
185,5/15/2021,$313.99 ,$44.99 
186,5/15/2021,$177.99 ,$36.99 
188,5/15/2021,$172.99 ,$32.99 
189,5/15/2021,$301.99 ,$36.99 
190,5/15/2021,$301.99 ,$36.99 
191,5/15/2021,$252.99 ,$40.99 
192,5/15/2021,$432.99 ,$40.99 
194,5/15/2021,$313.99 ,$44.99 
195,5/15/2021,$177.99 ,$36.99 
196,5/15/2021,$301.99 ,$36.99 
198,5/15/2021,$432.99 ,$40.99 
199,5/15/2021,$172.99 ,$32.99 
200,5/15/2021,$177.99 ,$36.99 
201,5/15/2021,$252.99 ,$40.99 
203,5/15/2021,$432.99 ,$40.99 
204,5/15/2021,$92.99 ,$32.99 
205,5/15/2021,$353.99 ,$48.99 
206,5/15/2021,$92.99 ,$32.99 
207,5/15/2021,$301.99 ,$36.99 
211,5/15/2021,$177.99 ,$36.99 
212,5/15/2021,$252.99 ,$40.99 
213,5/15/2021,$655.99 ,$48.99 
214,5/15/2021,$177.99 ,$36.99 
215,5/15/2021,$177.99 ,$36.99 
216,5/15/2021,$177.99 ,$36.99 
218,5/15/2021,$172.99 ,$32.99 
219,5/15/2021,$92.99 ,$32.99 
220,5/15/2021,$301.99 ,$36.99 
221,5/15/2021,$92.99 ,$32.99 
222,5/15/2021,$353.99 ,$48.99 
223,5/15/2021,$301.99 ,$36.99 
224,5/15/2021,$252.99 ,$40.99 
225,5/15/2021,$537.99 ,$44.99 
226,5/15/2021,$301.99 ,$36.99 
227,5/15/2021,$252.99 ,$40.99 
228,5/15/2021,$301.99 ,$36.99 
229,5/15/2021,$92.99 ,$32.99 
230,5/15/2021,$301.99 ,$36.99 
231,5/15/2021,$252.99 ,$40.99 
232,5/15/2021,$432.99 ,$40.99 
234,5/15/2021,$353.99 ,$48.99 
235,5/15/2021,$252.99 ,$40.99 
237,5/15/2021,$313.99 ,$44.99 
238,5/15/2021,$252.99 ,$40.99 
239,5/15/2021,$252.99 ,$40.99 
240,5/15/2021,$252.99 ,$40.99 
241,5/15/2021,$655.99 ,$48.99 
242,5/15/2021,$92.99 ,$32.99 
243,5/15/2021,$432.99 ,$40.99 
244,5/15/2021,$252.99 ,$40.99 
245,5/15/2021,$177.99 ,$36.99 
246,5/15/2021,$537.99 ,$44.99 
247,5/15/2021,$252.99 ,$40.99 
248,5/15/2021,$301.99 ,$36.99 
249,5/15/2021,$172.99 ,$32.99 
250,5/15/2021,$301.99 ,$36.99 
251,5/15/2021,$313.99 ,$44.99 
252,5/15/2021,$432.99 ,$40.99 
253,5/15/2021,$432.99 ,$40.99 
254,5/15/2021,$301.99 ,$36.99 
255,5/15/2021,$252.99 ,$40.99 
257,5/15/2021,$252.99 ,$40.99 
258,5/15/2021,$172.99 ,$32.99 
259,5/15/2021,$301.99 ,$36.99 
260,5/15/2021,$252.99 ,$40.99 
261,5/15/2021,$301.99 ,$36.99 
262,5/15/2021,$432.99 ,$40.99 
263,5/15/2021,$252.99 ,$40.99 
264,5/15/2021,$432.99 ,$40.99 
265,5/15/2021,$301.99 ,$36.99 
266,5/15/2021,$172.99 ,$32.99 
267,5/15/2021,$432.99 ,$40.99 
268,5/15/2021,$301.99 ,$36.99 
270,5/15/2021,$313.99 ,$44.99 
271,5/15/2021,$252.99 ,$40.99 
273,5/15/2021,$252.99 ,$40.99 
274,5/15/2021,$252.99 ,$40.99 
275,5/15/2021,$252.99 ,$40.99 
276,5/15/2021,$432.99 ,$40.99 
277,5/15/2021,$177.99 ,$36.99 
278,5/15/2021,$353.99 ,$48.99 
279,5/15/2021,$177.99 ,$36.99 
280,5/15/2021,$172.99 ,$32.99 
281,5/15/2021,$252.99 ,$40.99 
282,5/15/2021,$313.99 ,$44.99 
283,5/15/2021,$432.99 ,$40.99 
284,5/15/2021,$172.99 ,$32.99 
285,5/15/2021,$353.99 ,$48.99 
286,5/15/2021,$301.99 ,$36.99 
287,5/15/2021,$177.99 ,$36.99 
288,5/15/2021,$313.99 ,$44.99 
289,5/15/2021,$301.99 ,$36.99 
290,5/15/2021,$313.99 ,$44.99 
291,5/15/2021,$177.99 ,$36.99 
292,5/15/2021,$301.99 ,$36.99 
293,5/15/2021,$301.99 ,$36.99 
294,5/15/2021,$301.99 ,$36.99 
295,5/15/2021,$252.99 ,$40.99 
296,5/15/2021,$313.99 ,$44.99 
297,5/15/2021,$92.99 ,$32.99 
299,5/15/2021,$252.99 ,$40.99 
300,5/15/2021,$177.99 ,$36.99 
301,5/15/2021,$252.99 ,$40.99 
303,5/15/2021,$301.99 ,$36.99 
304,5/15/2021,$252.99 ,$40.99 
305,5/15/2021,$172.99 ,$32.99 
306,5/15/2021,$252.99 ,$40.99 
307,5/15/2021,$252.99 ,$40.99 
308,5/15/2021,$301.99 ,$36.99 
309,5/15/2021,$432.99 ,$40.99 
310,5/15/2021,$172.99 ,$32.99 
311,5/15/2021,$252.99 ,$40.99 
312,5/15/2021,$177.99 ,$36.99 
313,5/15/2021,$177.99 ,$36.99 
314,5/15/2021,$432.99 ,$40.99 
315,5/15/2021,$301.99 ,$36.99 
316,5/15/2021,$252.99 ,$40.99 
318,5/15/2021,$353.99 ,$48.99 
319,5/15/2021,$313.99 ,$44.99 
320,5/15/2021,$313.99 ,$44.99 
321,5/15/2021,$432.99 ,$40.99 
322,5/15/2021,$432.99 ,$40.99 
323,5/15/2021,$537.99 ,$44.99 
324,5/15/2021,$252.99 ,$40.99 
325,5/15/2021,$432.99 ,$40.99 
326,5/15/2021,$172.99 ,$32.99 
327,5/15/2021,$252.99 ,$40.99 
328,5/15/2021,$301.99 ,$36.99 
329,5/15/2021,$301.99 ,$36.99 
330,5/15/2021,$172.99 ,$32.99 
331,5/15/2021,$537.99 ,$44.99 
332,5/15/2021,$177.99 ,$36.99 
333,5/15/2021,$177.99 ,$36.99 
334,5/15/2021,$353.99 ,$48.99 
335,5/15/2021,$301.99 ,$36.99 
337,5/15/2021,$353.99 ,$48.99 
338,5/15/2021,$252.99 ,$40.99 
339,5/15/2021,$177.99 ,$36.99 
340,5/15/2021,$172.99 ,$32.99 
341,5/15/2021,$301.99 ,$36.99 
342,5/15/2021,$432.99 ,$40.99 
343,5/15/2021,$252.99 ,$40.99 
345,5/15/2021,$252.99 ,$40.99 
346,5/15/2021,$301.99 ,$36.99 
347,5/15/2021,$432.99 ,$40.99 
348,5/15/2021,$177.99 ,$36.99 
349,5/15/2021,$313.99 ,$44.99 
350,5/15/2021,$172.99 ,$32.99 
351,5/15/2021,$252.99 ,$40.99 
352,5/15/2021,$432.99 ,$40.99 
353,5/15/2021,$177.99 ,$36.99 
354,5/15/2021,$537.99 ,$44.99 
355,5/15/2021,$177.99 ,$36.99 
356,5/15/2021,$301.99 ,$36.99 
357,5/15/2021,$353.99 ,$48.99 
358,5/15/2021,$172.99 ,$32.99 
359,5/15/2021,$177.99 ,$36.99 
360,5/15/2021,$92.99 ,$32.99 
361,5/15/2021,$252.99 ,$40.99 
362,5/15/2021,$92.99 ,$32.99 
363,5/15/2021,$252.99 ,$40.99 
364,5/15/2021,$301.99 ,$36.99 
365,5/15/2021,$353.99 ,$48.99 
366,5/15/2021,$172.99 ,$32.99 
367,5/15/2021,$432.99 ,$40.99 
368,5/15/2021,$313.99 ,$44.99 
369,5/15/2021,$353.99 ,$48.99 
371,5/15/2021,$301.99 ,$36.99 
372,5/15/2021,$537.99 ,$44.99 
373,5/15/2021,$92.99 ,$32.99 
374,5/15/2021,$177.99 ,$36.99 
375,5/15/2021,$252.99 ,$40.99 
376,5/15/2021,$432.99 ,$40.99 
378,5/15/2021,$432.99 ,$40.99 
379,5/15/2021,$432.99 ,$40.99 
380,5/15/2021,$172.99 ,$32.99 
381,5/15/2021,$537.99 ,$44.99 
382,5/15/2021,$252.99 ,$40.99 
383,5/15/2021,$252.99 ,$40.99 
384,5/15/2021,$172.99 ,$32.99 
385,5/15/2021,$252.99 ,$40.99 
386,5/15/2021,$313.99 ,$44.99 
388,5/15/2021,$432.99 ,$40.99 
390,5/15/2021,$252.99 ,$40.99 
391,5/15/2021,$172.99 ,$32.99 
392,5/15/2021,$432.99 ,$40.99 
393,5/15/2021,$172.99 ,$32.99 
394,5/15/2021,$172.99 ,$32.99 
395,5/15/2021,$301.99 ,$36.99 
396,5/15/2021,$177.99 ,$36.99 
397,5/15/2021,$432.99 ,$40.99 
399,5/15/2021,$92.99 ,$32.99 
401,5/15/2021,$301.99 ,$36.99 
402,5/15/2021,$252.99 ,$40.99 
403,5/15/2021,$252.99 ,$40.99 
404,5/15/2021,$301.99 ,$36.99 
405,5/15/2021,$252.99 ,$40.99 
406,5/15/2021,$177.99 ,$36.99 
407,5/15/2021,$353.99 ,$48.99 
408,5/15/2021,$353.99 ,$48.99 
409,5/15/2021,$172.99 ,$32.99 
410,5/15/2021,$537.99 ,$44.99 
411,5/15/2021,$177.99 ,$36.99 
412,5/15/2021,$655.99 ,$48.99 
413,5/15/2021,$301.99 ,$36.99 
414,5/15/2021,$252.99 ,$40.99 
415,5/15/2021,$313.99 ,$44.99 
416,5/15/2021,$252.99 ,$40.99 
417,5/15/2021,$432.99 ,$40.99 
418,5/15/2021,$537.99 ,$44.99 
419,5/15/2021,$92.99 ,$32.99 
420,5/15/2021,$301.99 ,$36.99 
421,5/15/2021,$177.99 ,$36.99 
422,5/15/2021,$252.99 ,$40.99 
423,5/15/2021,$252.99 ,$40.99 
424,5/15/2021,$252.99 ,$40.99 
425,5/15/2021,$252.99 ,$40.99 
426,5/15/2021,$92.99 ,$32.99 
427,5/15/2021,$537.99 ,$44.99 
428,5/15/2021,$301.99 ,$36.99 
430,5/15/2021,$432.99 ,$40.99 
431,5/15/2021,$353.99 ,$48.99 
432,5/15/2021,$432.99 ,$40.99 
433,5/15/2021,$172.99 ,$32.99 
434,5/15/2021,$172.99 ,$32.99 
435,5/15/2021,$252.99 ,$40.99 
436,5/15/2021,$432.99 ,$40.99 
437,5/15/2021,$301.99 ,$36.99 
438,5/15/2021,$177.99 ,$36.99 
439,5/15/2021,$301.99 ,$36.99 
440,5/15/2021,$92.99 ,$32.99 
441,5/15/2021,$353.99 ,$48.99 
444,5/15/2021,$252.99 ,$40.99 
445,5/15/2021,$301.99 ,$36.99 
446,5/15/2021,$177.99 ,$36.99 
448,5/15/2021,$432.99 ,$40.99 
449,5/15/2021,$252.99 ,$40.99 
450,5/15/2021,$172.99 ,$32.99 
451,5/15/2021,$252.99 ,$40.99 
452,5/15/2021,$301.99 ,$36.99 
453,5/15/2021,$172.99 ,$32.99 
454,5/15/2021,$432.99 ,$40.99 
455,5/15/2021,$432.99 ,$40.99 
456,5/15/2021,$172.99 ,$32.99 
457,5/15/2021,$301.99 ,$36.99 
458,5/15/2021,$432.99 ,$40.99 
459,5/15/2021,$252.99 ,$40.99 
460,5/15/2021,$432.99 ,$40.99 
461,5/15/2021,$301.99 ,$36.99 
462,5/15/2021,$432.99 ,$40.99 
463,5/15/2021,$655.99 ,$48.99 
465,5/15/2021,$313.99 ,$44.99 
466,5/15/2021,$313.99 ,$44.99 
467,5/15/2021,$172.99 ,$32.99 
468,5/15/2021,$301.99 ,$36.99 
469,5/15/2021,$252.99 ,$40.99 
470,5/15/2021,$252.99 ,$40.99 
471,5/15/2021,$313.99 ,$44.99 
472,5/15/2021,$432.99 ,$40.99 
473,5/15/2021,$252.99 ,$40.99 
474,5/15/2021,$92.99 ,$32.99 
475,5/15/2021,$313.99 ,$44.99 
476,5/15/2021,$432.99 ,$40.99 
477,5/15/2021,$432.99 ,$40.99 
478,5/15/2021,$177.99 ,$36.99 
479,5/15/2021,$313.99 ,$44.99 
480,5/15/2021,$172.99 ,$32.99 
481,5/15/2021,$92.99 ,$32.99 
483,5/15/2021,$252.99 ,$40.99 
484,5/15/2021,$252.99 ,$40.99 
485,5/15/2021,$301.99 ,$36.99 
486,5/15/2021,$655.99 ,$48.99 
487,5/15/2021,$177.99 ,$36.99 
488,5/15/2021,$432.99 ,$40.99 
489,5/15/2021,$252.99 ,$40.99 
491,5/15/2021,$353.99 ,$48.99 
492,5/15/2021,$432.99 ,$40.99 
493,5/15/2021,$252.99 ,$40.99 
494,5/15/2021,$301.99 ,$36.99 
495,5/15/2021,$177.99 ,$36.99 
496,5/15/2021,$172.99 ,$32.99 
497,5/15/2021,$177.99 ,$36.99 
498,5/15/2021,$301.99 ,$36.99 
499,5/15/2021,$301.99 ,$36.99 
500,5/15/2021,$177.99 ,$36.99 
501,5/15/2021,$252.99 ,$40.99 
502,5/15/2021,$92.99 ,$32.99 
503,5/15/2021,$177.99 ,$36.99 
504,5/15/2021,$301.99 ,$36.99 
505,5/15/2021,$313.99 ,$44.99 
506,5/15/2021,$177.99 ,$36.99 
507,5/15/2021,$301.99 ,$36.99 
509,5/15/2021,$353.99 ,$48.99 
510,5/15/2021,$313.99 ,$44.99 
511,5/15/2021,$177.99 ,$36.99 
512,5/15/2021,$301.99 ,$36.99 
513,5/15/2021,$177.99 ,$36.99 
514,5/15/2021,$655.99 ,$48.99 
515,5/15/2021,$313.99 ,$44.99 
516,5/15/2021,$353.99 ,$48.99 
517,5/15/2021,$252.99 ,$40.99 
518,5/15/2021,$313.99 ,$44.99 
519,5/15/2021,$432.99 ,$40.99 
520,5/15/2021,$432.99 ,$40.99 
521,5/15/2021,$172.99 ,$32.99 
522,5/15/2021,$537.99 ,$44.99 
523,5/15/2021,$172.99 ,$32.99 
524,5/15/2021,$432.99 ,$40.99 
525,5/15/2021,$301.99 ,$36.99 
526,5/15/2021,$313.99 ,$44.99 
527,5/15/2021,$172.99 ,$32.99 
528,5/15/2021,$172.99 ,$32.99 
529,5/15/2021,$252.99 ,$40.99 
530,5/15/2021,$353.99 ,$48.99 
532,5/15/2021,$301.99 ,$36.99 
533,5/15/2021,$301.99 ,$36.99 
534,5/15/2021,$655.99 ,$48.99 
535,5/15/2021,$432.99 ,$40.99 
536,5/15/2021,$353.99 ,$48.99 
537,5/15/2021,$252.99 ,$40.99 
538,5/15/2021,$432.99 ,$40.99 
539,5/15/2021,$301.99 ,$36.99 
541,5/15/2021,$252.99 ,$40.99 
542,5/15/2021,$172.99 ,$32.99 
543,5/15/2021,$172.99 ,$32.99 
544,5/15/2021,$172.99 ,$32.99 
545,5/15/2021,$301.99 ,$36.99 
546,5/15/2021,$172.99 ,$32.99 
547,5/15/2021,$432.99 ,$40.99 
548,5/15/2021,$301.99 ,$36.99 
549,5/15/2021,$177.99 ,$36.99 
550,5/15/2021,$177.99 ,$36.99 
551,5/15/2021,$172.99 ,$32.99 
552,5/15/2021,$172.99 ,$32.99 
553,5/15/2021,$177.99 ,$36.99 
554,5/15/2021,$301.99 ,$36.99 
555,5/15/2021,$177.99 ,$36.99 
556,5/15/2021,$92.99 ,$32.99 
557,5/15/2021,$353.99 ,$48.99 
558,5/15/2021,$252.99 ,$40.99 
559,5/15/2021,$92.99 ,$32.99 
560,5/15/2021,$177.99 ,$36.99 
561,5/15/2021,$432.99 ,$40.99 
562,5/15/2021,$92.99 ,$32.99 
563,5/15/2021,$252.99 ,$40.99 
564,5/15/2021,$172.99 ,$32.99 
565,5/15/2021,$252.99 ,$40.99 
566,5/15/2021,$92.99 ,$32.99 
567,5/15/2021,$353.99 ,$48.99 
568,5/15/2021,$177.99 ,$36.99 
569,5/15/2021,$252.99 ,$40.99 
570,5/15/2021,$655.99 ,$48.99 
571,5/15/2021,$301.99 ,$36.99 
572,5/15/2021,$252.99 ,$40.99 
573,5/15/2021,$252.99 ,$40.99 
574,5/15/2021,$172.99 ,$32.99 
575,5/15/2021,$172.99 ,$32.99 
576,5/15/2021,$301.99 ,$36.99 
577,5/15/2021,$313.99 ,$44.99 
578,5/15/2021,$353.99 ,$48.99 
579,5/15/2021,$172.99 ,$32.99 
580,5/15/2021,$252.99 ,$40.99 
581,5/15/2021,$432.99 ,$40.99 
582,5/15/2021,$252.99 ,$40.99 
583,5/15/2021,$301.99 ,$36.99 
584,5/15/2021,$92.99 ,$32.99 
585,5/15/2021,$177.99 ,$36.99 
586,5/15/2021,$172.99 ,$32.99 
587,5/15/2021,$172.99 ,$32.99 
588,5/15/2021,$313.99 ,$44.99 
589,5/15/2021,$92.99 ,$32.99 
590,5/15/2021,$252.99 ,$40.99 
591,5/15/2021,$252.99 ,$40.99 
592,5/15/2021,$313.99 ,$44.99 
593,5/15/2021,$172.99 ,$32.99 
594,5/15/2021,$313.99 ,$44.99 
595,5/15/2021,$177.99 ,$36.99 
596,5/15/2021,$252.99 ,$40.99 
597,5/15/2021,$432.99 ,$40.99 
598,5/15/2021,$252.99 ,$40.99 
599,5/15/2021,$252.99 ,$40.99 
600,5/15/2021,$92.99 ,$32.99 
601,5/15/2021,$432.99 ,$40.99 
602,5/15/2021,$92.99 ,$32.99 
603,5/15/2021,$313.99 ,$44.99 
604,5/15/2021,$92.99 ,$32.99 
605,5/15/2021,$177.99 ,$36.99 
606,5/15/2021,$177.99 ,$36.99 
607,5/15/2021,$432.99 ,$40.99 
609,5/15/2021,$172.99 ,$32.99 
610,5/15/2021,$92.99 ,$32.99 
611,5/15/2021,$432.99 ,$40.99 
612,5/15/2021,$177.99 ,$36.99 
613,5/15/2021,$252.99 ,$40.99 
614,5/15/2021,$313.99 ,$44.99 
615,5/15/2021,$177.99 ,$36.99 
616,5/15/2021,$252.99 ,$40.99 
617,5/15/2021,$252.99 ,$40.99 
618,5/15/2021,$172.99 ,$32.99 
619,5/15/2021,$313.99 ,$44.99 
620,5/15/2021,$537.99 ,$44.99 
621,5/15/2021,$177.99 ,$36.99 
622,5/15/2021,$177.99 ,$36.99 
623,5/15/2021,$252.99 ,$40.99 
624,5/15/2021,$353.99 ,$48.99 
625,5/15/2021,$177.99 ,$36.99 
626,5/15/2021,$92.99 ,$32.99 
627,5/15/2021,$432.99 ,$40.99 
628,5/15/2021,$252.99 ,$40.99 
629,5/15/2021,$301.99 ,$36.99 
630,5/15/2021,$655.99 ,$48.99 
631,5/15/2021,$92.99 ,$32.99 
632,5/15/2021,$432.99 ,$40.99 
633,5/15/2021,$252.99 ,$40.99 
634,5/15/2021,$432.99 ,$40.99 
635,5/15/2021,$301.99 ,$36.99 
636,5/15/2021,$172.99 ,$32.99 
638,5/15/2021,$432.99 ,$40.99 
639,5/15/2021,$252.99 ,$40.99 
640,5/15/2021,$172.99 ,$32.99 
641,5/15/2021,$92.99 ,$32.99 
642,5/15/2021,$301.99 ,$36.99 
643,5/15/2021,$432.99 ,$40.99 
644,5/15/2021,$252.99 ,$40.99 
645,5/15/2021,$177.99 ,$36.99 
646,5/15/2021,$172.99 ,$32.99 
647,5/15/2021,$252.99 ,$40.99 
648,5/15/2021,$252.99 ,$40.99 
649,5/15/2021,$92.99 ,$32.99 
650,5/15/2021,$177.99 ,$36.99 
651,5/15/2021,$177.99 ,$36.99 
652,5/15/2021,$313.99 ,$44.99 
653,5/15/2021,$172.99 ,$32.99 
654,5/15/2021,$172.99 ,$32.99 
655,5/15/2021,$172.99 ,$32.99 
656,5/15/2021,$177.99 ,$36.99 
657,5/15/2021,$301.99 ,$36.99 
658,5/15/2021,$252.99 ,$40.99 
659,5/15/2021,$92.99 ,$32.99 
661,5/15/2021,$172.99 ,$32.99 
662,5/15/2021,$177.99 ,$36.99 
663,5/15/2021,$172.99 ,$32.99 
664,5/15/2021,$537.99 ,$44.99 
665,5/15/2021,$301.99 ,$36.99 
666,5/15/2021,$301.99 ,$36.99 
667,5/15/2021,$301.99 ,$36.99 
