ID,CustomerID,MealKitID,ReviewDate,Review
6938,682,9,5/9/2021,5
6939,726,4,5/9/2021,2
6940,758,2,5/9/2021,5
6941,411,24,5/9/2021,5
6942,516,13,5/9/2021,5
6943,275,2,5/10/2021,5
6944,556,9,5/10/2021,5
6945,761,19,5/10/2021,5
6946,766,18,5/10/2021,5
6947,574,11,5/10/2021,5
6948,751,12,5/10/2021,5
6949,312,3,5/10/2021,5
6950,25,8,5/10/2021,5
6951,570,29,5/10/2021,5
6952,766,17,5/10/2021,5
6953,587,11,5/10/2021,5
6954,744,17,5/10/2021,5
6955,766,14,5/10/2021,3
6956,185,22,5/10/2021,5
6957,576,19,5/10/2021,4
6958,761,24,5/10/2021,5
6959,219,20,5/10/2021,5
6960,751,11,5/10/2021,5
6961,334,4,5/10/2021,5
6962,725,21,5/10/2021,5
6963,297,5,5/10/2021,4
6964,638,12,5/10/2021,5
6965,760,27,5/10/2021,3
6966,766,16,5/10/2021,5
6967,576,10,5/10/2021,5
6968,258,27,5/10/2021,2
6969,441,29,5/10/2021,5
6970,331,13,5/10/2021,3
6971,483,27,5/10/2021,2
6972,658,16,5/11/2021,3
6973,702,4,5/11/2021,5
6974,765,21,5/11/2021,5
6975,682,11,5/11/2021,5
6976,584,1,5/11/2021,3
6977,737,13,5/11/2021,3
6978,644,17,5/11/2021,5
6979,742,11,5/11/2021,5
6980,475,18,5/11/2021,2
6981,736,14,5/11/2021,5
6982,635,28,5/11/2021,5
6983,673,20,5/11/2021,3
6984,625,6,5/11/2021,5
6985,766,28,5/11/2021,5
6986,345,6,5/11/2021,1
6987,453,5,5/11/2021,4
6988,766,26,5/11/2021,5
6989,752,23,5/11/2021,5
6990,752,8,5/11/2021,5
6991,682,23,5/11/2021,5
6992,766,27,5/11/2021,3
6993,192,14,5/11/2021,4
6994,562,16,5/11/2021,5
6995,148,3,5/11/2021,5
6996,635,23,5/11/2021,5
6997,392,25,5/11/2021,5
6998,562,16,5/11/2021,4
6999,601,19,5/11/2021,5
7000,744,5,5/11/2021,5
7001,65,2,5/11/2021,2
7002,191,4,5/11/2021,5
7003,751,1,5/11/2021,5
7004,721,15,5/11/2021,5
7005,760,30,5/11/2021,5
7006,615,17,5/11/2021,5
7007,751,10,5/11/2021,5
7008,273,5,5/11/2021,5
7009,765,28,5/11/2021,5
7010,518,12,5/11/2021,5
7011,729,3,5/11/2021,5
7012,725,20,5/11/2021,5
7013,523,2,5/11/2021,3
7014,564,7,5/11/2021,5
7015,566,29,5/11/2021,5
7016,740,29,5/12/2021,5
7017,766,15,5/12/2021,5
7018,445,19,5/12/2021,5
7019,253,27,5/12/2021,5
7020,744,3,5/12/2021,5
7021,606,15,5/12/2021,4
7022,439,9,5/12/2021,5
7023,556,23,5/12/2021,5
7024,766,29,5/12/2021,5
7025,423,25,5/12/2021,5
7026,761,18,5/12/2021,5
7027,90,12,5/12/2021,5
7028,435,8,5/12/2021,5
7029,390,2,5/12/2021,5
7030,191,19,5/12/2021,5
7031,714,18,5/12/2021,5
7032,499,4,5/12/2021,5
7033,694,27,5/12/2021,5
7034,770,28,5/12/2021,1
7035,325,21,5/12/2021,5
7036,390,8,5/12/2021,5
7037,766,13,5/12/2021,5
7038,362,23,5/12/2021,5
7039,740,5,5/12/2021,5
7040,682,27,5/13/2021,5
7041,550,6,5/13/2021,5
7042,574,30,5/13/2021,4
7043,329,28,5/13/2021,5
7044,762,21,5/13/2021,5
7045,747,9,5/13/2021,5
7046,548,18,5/13/2021,5
7047,706,21,5/13/2021,1
7048,750,16,5/13/2021,5
7049,457,9,5/13/2021,5
7050,446,10,5/13/2021,5
7051,751,24,5/13/2021,3
7052,185,28,5/13/2021,3
7053,530,30,5/13/2021,5
7054,88,11,5/13/2021,5
7055,568,26,5/13/2021,5
7056,676,1,5/13/2021,5
7057,671,5,5/13/2021,5
7058,709,1,5/13/2021,5
7059,661,30,5/13/2021,5
7060,673,8,5/13/2021,5
7061,722,3,5/13/2021,5
7062,744,17,5/13/2021,4
7063,773,12,5/13/2021,5
7064,274,11,5/13/2021,5
7065,576,25,5/13/2021,5
7066,449,21,5/13/2021,3
7067,770,24,5/13/2021,5
7068,275,18,5/13/2021,5
7069,329,28,5/13/2021,5
7070,765,2,5/13/2021,5
7071,682,24,5/13/2021,5
7072,485,20,5/14/2021,5
7073,754,12,5/14/2021,5
7074,366,1,5/14/2021,5
7075,768,21,5/14/2021,5
7076,751,14,5/14/2021,4
7077,682,10,5/14/2021,5
7078,766,18,5/14/2021,5
7079,768,25,5/14/2021,5
7080,584,1,5/14/2021,5
7081,751,20,5/14/2021,5
7082,751,18,5/14/2021,5
7083,76,25,5/14/2021,5
7084,752,20,5/14/2021,5
7085,545,8,5/14/2021,5
7086,589,2,5/14/2021,5
7087,679,30,5/14/2021,3
7088,766,8,5/14/2021,5
7089,616,8,5/14/2021,3
7090,736,18,5/14/2021,4
7091,730,7,5/14/2021,5
7092,709,12,5/14/2021,5
7093,275,29,5/14/2021,5
7094,725,5,5/14/2021,3
7095,765,24,5/14/2021,5
7096,703,21,5/14/2021,5
7097,275,4,5/14/2021,5
7098,744,17,5/14/2021,2
7099,261,18,5/14/2021,5
7100,740,22,5/14/2021,5
7101,777,10,5/14/2021,5
7102,722,2,5/14/2021,5
7103,752,6,5/14/2021,5
7104,644,12,5/14/2021,5
7105,547,3,5/14/2021,5
7106,721,6,5/14/2021,5
7107,648,30,5/14/2021,5
7108,584,1,5/14/2021,4
7109,679,20,5/15/2021,5
7110,659,28,5/15/2021,5
7111,760,30,5/15/2021,5
7112,727,23,5/15/2021,5
7113,766,13,5/15/2021,5
7114,766,9,5/15/2021,5
7115,744,21,5/15/2021,5
7116,730,9,5/15/2021,5
7117,564,8,5/15/2021,5
7118,751,5,5/15/2021,5
7119,224,15,5/15/2021,5
7120,721,9,5/15/2021,5
7121,768,6,5/15/2021,5
7122,744,19,5/15/2021,5
7123,744,28,5/15/2021,3
7124,283,8,5/15/2021,5
7125,576,7,5/15/2021,5
7126,456,6,5/15/2021,5
7127,274,26,5/15/2021,2
7128,668,7,5/15/2021,5
7129,777,8,5/15/2021,5
7130,784,5,5/15/2021,2
7131,512,6,5/15/2021,5
7132,587,18,5/15/2021,5
7133,772,26,5/15/2021,5
7134,706,3,5/15/2021,5
7135,281,28,5/15/2021,5
7136,576,2,5/15/2021,2
7137,751,24,5/15/2021,5
7138,518,9,5/15/2021,5
7139,768,10,5/15/2021,5
7140,765,25,5/15/2021,5
7141,656,1,5/15/2021,5
7142,548,13,5/15/2021,5
7143,633,5,5/15/2021,5
7144,462,11,5/15/2021,5
7145,604,30,5/15/2021,5
7146,664,28,5/15/2021,5
7147,738,12,5/15/2021,3
7148,610,6,5/16/2021,3
7149,751,3,5/16/2021,5
7150,744,21,5/16/2021,5
7151,747,20,5/16/2021,5
7152,753,22,5/16/2021,5
7153,301,8,5/16/2021,5
7154,751,23,5/16/2021,5
7155,744,30,5/16/2021,5
7156,766,30,5/16/2021,5
7157,766,2,5/16/2021,5
7158,562,26,5/16/2021,1
7159,181,8,5/16/2021,5
7160,651,27,5/16/2021,4
7161,598,27,5/16/2021,5
7162,394,10,5/16/2021,5
7163,437,21,5/16/2021,5
7164,24,2,5/16/2021,5
7165,633,18,5/16/2021,4
7166,181,12,5/16/2021,5
7167,644,20,5/16/2021,5
7168,616,1,5/16/2021,5
7169,16,30,5/16/2021,4
7170,768,13,5/16/2021,5
7171,752,13,5/16/2021,5
7172,709,26,5/16/2021,5
7173,658,25,5/16/2021,5
7174,765,2,5/16/2021,5
7175,360,6,5/16/2021,5
7176,680,28,5/16/2021,5
7177,554,16,5/16/2021,5
7178,679,13,5/16/2021,5
7179,656,24,5/16/2021,3
7180,659,22,5/16/2021,5
7181,619,3,5/16/2021,5
7182,523,30,5/16/2021,5
7183,747,3,5/16/2021,2
7184,751,30,5/16/2021,2
7185,574,14,5/16/2021,5
7186,594,24,5/16/2021,5
7187,605,11,5/16/2021,5
7188,766,12,5/16/2021,4
7189,747,13,5/16/2021,3
7190,709,17,5/17/2021,5
7191,734,22,5/17/2021,5
7192,593,7,5/17/2021,5
7193,727,1,5/17/2021,5
7194,312,8,5/17/2021,5
7195,560,29,5/17/2021,5
7196,752,23,5/17/2021,5
7197,752,28,5/17/2021,3
7198,560,11,5/17/2021,3
7199,747,6,5/17/2021,5
7200,668,9,5/17/2021,5
7201,744,7,5/17/2021,3
7202,644,9,5/17/2021,2
7203,439,27,5/17/2021,5
7204,630,5,5/17/2021,3
7205,730,3,5/17/2021,5
7206,227,4,5/17/2021,5
7207,744,3,5/17/2021,4
7208,679,24,5/17/2021,5
7209,752,20,5/17/2021,5
7210,379,18,5/17/2021,5
7211,654,26,5/17/2021,3
7212,436,5,5/17/2021,3
7213,550,6,5/17/2021,5
7214,647,28,5/17/2021,5
7215,768,20,5/17/2021,5
7216,633,6,5/17/2021,5
7217,618,16,5/17/2021,3
7218,751,5,5/17/2021,5
7219,750,28,5/17/2021,5
7220,633,3,5/18/2021,3
7221,648,13,5/18/2021,2
7222,294,24,5/18/2021,5
7223,113,1,5/18/2021,5
7224,201,13,5/18/2021,5
7225,550,13,5/18/2021,5
7226,306,3,5/18/2021,3
7227,754,6,5/18/2021,5
7228,795,2,5/18/2021,5
7229,516,16,5/18/2021,2
7230,27,17,5/18/2021,5
7231,678,23,5/18/2021,5
7232,709,23,5/18/2021,2
7233,343,13,5/18/2021,2
7234,329,22,5/18/2021,5
7235,564,18,5/18/2021,5
7236,693,30,5/18/2021,5
7237,448,23,5/18/2021,5
7238,768,28,5/18/2021,5
7239,423,10,5/18/2021,5
7240,744,1,5/18/2021,5
7241,777,19,5/18/2021,5
7242,767,29,5/18/2021,5
7243,707,22,5/18/2021,5
7244,576,6,5/18/2021,3
7245,115,9,5/18/2021,5
7246,781,26,5/18/2021,1
7247,509,4,5/18/2021,5
7248,714,6,5/18/2021,5
7249,754,13,5/18/2021,5
7250,505,22,5/19/2021,5
7251,663,18,5/19/2021,5
7252,238,17,5/19/2021,5
7253,702,9,5/19/2021,5
7254,140,1,5/19/2021,4
7255,454,25,5/19/2021,5
7256,410,30,5/19/2021,5
7257,786,10,5/19/2021,5
7258,192,7,5/19/2021,5
7259,148,1,5/19/2021,5
7260,481,27,5/19/2021,2
7261,420,29,5/19/2021,2
7262,360,12,5/19/2021,5
7263,647,4,5/19/2021,5
7264,633,6,5/19/2021,2
7265,471,28,5/19/2021,5
7266,430,28,5/19/2021,4
7267,523,28,5/19/2021,5
7268,584,28,5/19/2021,2
7269,794,15,5/19/2021,5
7270,618,9,5/19/2021,5
7271,547,25,5/19/2021,5
7272,406,15,5/19/2021,5
7273,587,9,5/19/2021,5
7274,687,16,5/19/2021,5
7275,794,10,5/19/2021,5
7276,547,18,5/19/2021,5
7277,750,11,5/19/2021,4
7278,567,27,5/19/2021,3
7279,744,25,5/19/2021,5
7280,706,28,5/20/2021,5
7281,701,15,5/20/2021,5
7282,730,27,5/20/2021,5
7283,718,13,5/20/2021,5
7284,801,18,5/20/2021,5
7285,133,14,5/20/2021,5
7286,648,19,5/20/2021,2
7287,726,20,5/20/2021,5
7288,738,8,5/20/2021,5
7289,549,19,5/20/2021,5
7290,751,4,5/20/2021,5
7291,774,26,5/20/2021,5
7292,669,27,5/20/2021,5
7293,765,20,5/20/2021,5
7294,744,12,5/20/2021,5
7295,404,4,5/20/2021,5
7296,725,22,5/20/2021,5
7297,562,29,5/20/2021,5
7298,596,9,5/20/2021,5
7299,24,18,5/20/2021,5
7300,532,15,5/20/2021,5
7301,802,10,5/20/2021,5
7302,226,18,5/20/2021,5
7303,605,13,5/20/2021,5
7304,366,14,5/20/2021,3
7305,594,2,5/20/2021,5
7306,768,21,5/20/2021,5
7307,466,4,5/20/2021,5
7308,736,1,5/20/2021,4
7309,744,24,5/20/2021,5
7310,782,17,5/20/2021,5
7311,802,16,5/20/2021,5
7312,770,23,5/20/2021,5
7313,752,19,5/20/2021,1
7314,560,20,5/21/2021,5
7315,323,30,5/21/2021,4
7316,470,12,5/21/2021,5
7317,752,21,5/21/2021,5
7318,562,2,5/21/2021,3
7319,283,21,5/21/2021,5
7320,588,10,5/21/2021,5
7321,345,15,5/21/2021,3
7322,761,30,5/21/2021,5
7323,768,11,5/21/2021,5
7324,216,23,5/21/2021,4
7325,744,11,5/21/2021,5
7326,601,14,5/21/2021,4
7327,768,24,5/21/2021,3
7328,133,30,5/21/2021,5
7329,491,6,5/21/2021,5
7330,740,12,5/21/2021,5
7331,365,13,5/21/2021,5
7332,750,28,5/21/2021,3
7333,564,14,5/21/2021,1
7334,378,12,5/21/2021,5
7335,726,13,5/21/2021,2
7336,747,26,5/21/2021,5
7337,727,6,5/21/2021,5
7338,658,11,5/21/2021,5
7339,516,12,5/21/2021,5
7340,532,9,5/21/2021,5
7341,485,4,5/21/2021,5
7342,786,26,5/21/2021,5
7343,265,15,5/21/2021,5
7344,275,25,5/21/2021,5
7345,703,11,5/21/2021,5
7346,791,25,5/21/2021,4
7347,795,20,5/21/2021,5
7348,619,8,5/21/2021,5
7349,725,28,5/21/2021,5
7350,744,17,5/21/2021,5
7351,687,1,5/21/2021,5
7352,654,1,5/22/2021,3
7353,50,29,5/22/2021,5
7354,411,9,5/22/2021,5
7355,773,28,5/22/2021,5
7356,524,29,5/22/2021,4
7357,672,10,5/22/2021,2
7358,774,18,5/22/2021,5
7359,459,2,5/22/2021,5
7360,779,21,5/22/2021,5
7361,439,24,5/22/2021,5
7362,784,23,5/22/2021,5
7363,470,9,5/22/2021,5
7364,699,8,5/22/2021,4
7365,535,22,5/22/2021,5
7366,386,28,5/22/2021,2
7367,140,6,5/22/2021,5
7368,753,14,5/22/2021,1
7369,797,20,5/22/2021,5
7370,708,18,5/22/2021,5
7371,796,6,5/22/2021,5
7372,711,9,5/22/2021,3
7373,465,11,5/22/2021,5
7374,704,19,5/22/2021,5
7375,765,5,5/22/2021,5
7376,495,16,5/22/2021,5
7377,584,13,5/22/2021,5
7378,803,4,5/22/2021,5
7379,626,15,5/22/2021,5
7380,516,15,5/22/2021,5
7381,801,24,5/22/2021,5
7382,711,17,5/22/2021,5
7383,752,26,5/22/2021,5
7384,794,16,5/23/2021,5
7385,777,28,5/23/2021,4
7386,181,6,5/23/2021,5
7387,277,19,5/23/2021,5
7388,624,12,5/23/2021,5
7389,502,14,5/23/2021,5
7390,750,24,5/23/2021,3
7391,65,30,5/23/2021,2
7392,754,9,5/23/2021,3
7393,532,15,5/23/2021,5
7394,527,11,5/23/2021,5
7395,659,24,5/23/2021,2
7396,751,6,5/23/2021,4
7397,779,16,5/23/2021,2
7398,318,11,5/23/2021,5
7399,794,17,5/23/2021,5
7400,262,28,5/23/2021,5
7401,619,9,5/23/2021,5
7402,457,25,5/23/2021,2
7403,740,16,5/23/2021,5
7404,687,8,5/23/2021,5
7405,550,23,5/23/2021,5
7406,744,4,5/23/2021,5
7407,794,26,5/23/2021,5
7408,550,17,5/23/2021,4
7409,761,16,5/23/2021,5
7410,478,17,5/23/2021,5
7411,754,20,5/24/2021,5
7412,711,27,5/24/2021,5
7413,666,14,5/24/2021,4
7414,772,22,5/24/2021,5
7415,605,10,5/24/2021,5
7416,50,19,5/24/2021,4
7417,392,1,5/24/2021,5
7418,708,3,5/24/2021,5
7419,568,25,5/24/2021,5
7420,794,26,5/24/2021,3
7421,547,5,5/24/2021,5
7422,566,12,5/24/2021,5
7423,626,4,5/24/2021,5
7424,738,2,5/24/2021,5
7425,703,18,5/24/2021,5
7426,626,13,5/24/2021,2
7427,701,11,5/24/2021,5
7428,807,1,5/24/2021,5
7429,787,15,5/24/2021,5
7430,803,14,5/24/2021,5
7431,680,15,5/24/2021,5
7432,765,7,5/24/2021,5
7433,768,23,5/24/2021,5
7434,201,28,5/24/2021,5
7435,754,18,5/24/2021,4
7436,577,25,5/24/2021,2
7437,316,10,5/24/2021,5
7438,704,21,5/24/2021,5
7439,27,11,5/24/2021,5
7440,801,16,5/24/2021,5
7441,457,4,5/24/2021,5
7442,62,5,5/25/2021,2
7443,805,22,5/25/2021,5
7444,592,16,5/25/2021,5
7445,747,4,5/25/2021,4
7446,709,5,5/25/2021,4
7447,523,16,5/25/2021,5
7448,520,30,5/25/2021,5
7449,679,23,5/25/2021,5
7450,704,3,5/25/2021,5
7451,549,11,5/25/2021,2
7452,777,2,5/25/2021,2
7453,345,7,5/25/2021,5
7454,406,20,5/25/2021,5
7455,518,30,5/25/2021,2
7456,644,26,5/25/2021,5
7457,547,9,5/25/2021,5
7458,794,3,5/25/2021,5
7459,219,13,5/25/2021,2
7460,807,16,5/25/2021,5
7461,635,24,5/25/2021,5
7462,740,2,5/25/2021,5
7463,698,17,5/25/2021,5
7464,704,6,5/25/2021,5
7465,495,14,5/25/2021,5
7466,505,17,5/25/2021,5
7467,566,2,5/25/2021,5
7468,424,22,5/25/2021,5
7469,747,30,5/25/2021,5
7470,610,17,5/25/2021,2
7471,517,16,5/25/2021,3
7472,787,14,5/25/2021,5
7473,192,19,5/26/2021,5
7474,807,19,5/26/2021,5
7475,801,28,5/26/2021,5
7476,687,29,5/26/2021,5
7477,757,19,5/26/2021,4
7478,567,4,5/26/2021,5
7479,619,12,5/26/2021,5
7480,607,10,5/26/2021,5
7481,765,18,5/26/2021,2
7482,283,14,5/26/2021,5
7483,659,27,5/26/2021,5
7484,686,5,5/26/2021,5
7485,789,6,5/26/2021,5
7486,609,6,5/26/2021,5
7487,736,3,5/26/2021,2
7488,801,24,5/26/2021,5
7489,664,29,5/26/2021,4
7490,421,5,5/26/2021,4
7491,802,1,5/26/2021,5
7492,783,13,5/26/2021,5
7493,647,29,5/26/2021,4
7494,644,12,5/26/2021,4
7495,796,10,5/26/2021,5
7496,449,13,5/26/2021,5
7497,672,14,5/26/2021,5
7498,516,1,5/26/2021,5
7499,714,30,5/26/2021,5
7500,262,5,5/26/2021,5
7501,726,30,5/26/2021,5
7502,702,28,5/26/2021,5
7503,647,16,5/26/2021,4
7504,794,10,5/26/2021,5
7505,218,13,5/27/2021,5
7506,619,6,5/27/2021,4
7507,768,25,5/27/2021,5
7508,274,25,5/27/2021,5
7509,754,13,5/27/2021,5
7510,738,9,5/27/2021,5
7511,590,15,5/27/2021,5
7512,446,28,5/27/2021,4
7513,777,10,5/27/2021,5
7514,782,13,5/27/2021,4
7515,795,30,5/27/2021,5
7516,802,4,5/27/2021,5
7517,814,6,5/27/2021,5
7518,610,30,5/27/2021,5
7519,788,10,5/27/2021,5
7520,787,28,5/27/2021,5
7521,108,10,5/27/2021,3
7522,768,20,5/27/2021,3
7523,687,1,5/27/2021,5
7524,803,1,5/27/2021,5
7525,644,14,5/27/2021,5
7526,659,19,5/27/2021,5
7527,607,20,5/27/2021,5
7528,807,28,5/27/2021,5
7529,736,22,5/27/2021,2
7530,596,5,5/27/2021,4
7531,669,29,5/27/2021,5
7532,268,29,5/27/2021,4
7533,648,23,5/27/2021,5
7534,742,10,5/27/2021,5
7535,517,22,5/27/2021,5
7536,804,30,5/27/2021,5
7537,756,3,5/27/2021,5
7538,610,19,5/27/2021,5
7539,584,25,5/27/2021,5
7540,166,30,5/27/2021,2
7541,505,2,5/27/2021,5
7542,570,9,5/27/2021,5
7543,550,1,5/27/2021,5
7544,201,19,5/27/2021,5
7545,204,13,5/27/2021,5
7546,423,23,5/28/2021,2
7547,644,15,5/28/2021,5
7548,706,28,5/28/2021,2
7549,90,19,5/28/2021,4
7550,704,22,5/28/2021,5
7551,90,9,5/28/2021,5
7552,360,6,5/28/2021,5
7553,598,24,5/28/2021,5
7554,218,5,5/28/2021,5
7555,439,11,5/28/2021,5
7556,635,30,5/28/2021,5
7557,378,4,5/28/2021,5
7558,465,24,5/28/2021,5
7559,678,11,5/28/2021,5
7560,651,11,5/28/2021,5
7561,403,15,5/28/2021,5
7562,747,6,5/28/2021,5
7563,741,15,5/28/2021,3
7564,757,23,5/28/2021,5
7565,30,8,5/28/2021,5
7566,667,19,5/28/2021,5
7567,216,1,5/28/2021,5
7568,702,9,5/28/2021,5
7569,684,9,5/28/2021,5
7570,523,24,5/28/2021,3
7571,785,15,5/28/2021,3
7572,727,6,5/29/2021,5
7573,638,16,5/29/2021,5
7574,679,27,5/29/2021,5
7575,810,23,5/29/2021,5
7576,676,23,5/29/2021,5
7577,101,3,5/29/2021,5
7578,738,1,5/29/2021,5
7579,801,15,5/29/2021,5
7580,58,1,5/29/2021,2
7581,250,28,5/29/2021,5
7582,762,9,5/29/2021,5
7583,446,11,5/29/2021,5
7584,251,14,5/29/2021,5
7585,769,9,5/29/2021,5
7586,598,16,5/29/2021,5
7587,439,3,5/29/2021,5
7588,426,14,5/29/2021,5
7589,672,9,5/29/2021,2
7590,765,19,5/29/2021,5
7591,709,25,5/29/2021,5
7592,787,26,5/29/2021,3
7593,760,17,5/29/2021,5
7594,420,24,5/29/2021,2
7595,219,22,5/29/2021,5
7596,651,13,5/30/2021,5
7597,804,27,5/30/2021,5
7598,23,22,5/30/2021,5
7599,796,10,5/30/2021,5
7600,180,30,5/30/2021,2
7601,626,6,5/30/2021,5
7602,658,9,5/30/2021,5
7603,725,8,5/30/2021,5
7604,789,11,5/30/2021,5
7605,27,18,5/30/2021,5
7606,676,8,5/30/2021,5
7607,669,25,5/30/2021,5
7608,767,1,5/30/2021,5
7609,640,2,5/30/2021,5
7610,808,10,5/30/2021,5
7611,676,25,5/30/2021,5
7612,796,27,5/31/2021,4
7613,594,9,5/31/2021,5
7614,530,22,5/31/2021,5
7615,736,19,5/31/2021,5
7616,331,12,5/31/2021,5
7617,356,3,5/31/2021,5
7618,750,20,5/31/2021,5
7619,624,23,5/31/2021,5
7620,498,25,5/31/2021,5
7621,724,5,5/31/2021,3
7622,701,13,5/31/2021,5
7623,644,20,5/31/2021,5
7624,679,3,5/31/2021,5
7625,176,18,5/31/2021,5
7626,13,28,5/31/2021,5
7627,532,9,5/31/2021,5
7628,795,4,5/31/2021,2
7629,588,6,5/31/2021,2
7630,584,4,5/31/2021,5
7631,436,19,5/31/2021,5
7632,698,17,5/31/2021,5
7633,604,2,5/31/2021,5
7634,557,12,5/31/2021,5
7635,366,30,5/31/2021,5
7636,606,24,5/31/2021,5
7637,545,26,5/31/2021,5
7638,730,14,5/31/2021,5
7639,547,5,5/31/2021,5
7640,179,23,5/31/2021,5
7641,523,7,5/31/2021,5
7642,408,13,5/31/2021,5
7643,742,10,6/1/2021,5
7644,594,5,6/1/2021,5
7645,671,2,6/1/2021,5
7646,706,11,6/1/2021,4
7647,721,13,6/1/2021,5
7648,289,14,6/1/2021,5
7649,783,15,6/1/2021,2
7650,219,28,6/1/2021,1
7651,206,3,6/1/2021,4
7652,765,12,6/1/2021,2
7653,787,17,6/1/2021,2
7654,331,13,6/1/2021,5
7655,807,11,6/1/2021,5
7656,709,5,6/1/2021,2
7657,201,18,6/1/2021,5
7658,649,9,6/1/2021,5
7659,553,11,6/1/2021,5
7660,671,16,6/1/2021,5
7661,702,9,6/1/2021,5
7662,819,1,6/1/2021,5
7663,663,18,6/1/2021,2
7664,672,1,6/1/2021,5
7665,761,29,6/1/2021,5
7666,506,1,6/1/2021,5
7667,601,4,6/1/2021,5
7668,194,4,6/1/2021,5
7669,580,30,6/2/2021,5
7670,807,20,6/2/2021,3
7671,833,17,6/2/2021,5
7672,798,6,6/2/2021,5
7673,803,6,6/2/2021,5
7674,396,23,6/2/2021,5
7675,454,19,6/2/2021,5
7676,609,17,6/2/2021,5
7677,408,14,6/2/2021,5
7678,807,15,6/2/2021,5
7679,502,17,6/2/2021,3
7680,780,26,6/2/2021,5
7681,802,4,6/2/2021,5
7682,361,23,6/2/2021,2
7683,609,6,6/2/2021,5
7684,693,7,6/2/2021,5
7685,807,7,6/2/2021,5
7686,570,23,6/2/2021,5
7687,420,22,6/2/2021,5
7688,750,11,6/2/2021,4
7689,238,23,6/2/2021,5
7690,647,19,6/3/2021,5
7691,542,8,6/3/2021,4
7692,772,26,6/3/2021,5
7693,410,1,6/3/2021,5
7694,658,3,6/3/2021,5
7695,82,3,6/3/2021,5
7696,803,4,6/3/2021,5
7697,703,20,6/3/2021,2
7698,614,16,6/3/2021,5
7699,499,12,6/3/2021,5
7700,368,4,6/3/2021,5
7701,737,6,6/3/2021,5
7702,693,17,6/3/2021,5
7703,684,29,6/3/2021,5
7704,509,3,6/3/2021,5
7705,819,18,6/3/2021,4
7706,832,8,6/3/2021,5
7707,648,26,6/3/2021,2
7708,831,6,6/3/2021,5
7709,765,18,6/3/2021,5
7710,794,6,6/3/2021,5
7711,804,12,6/3/2021,5
7712,833,14,6/3/2021,5
7713,831,30,6/3/2021,5
7714,776,10,6/3/2021,5
7715,553,28,6/3/2021,5
7716,594,28,6/3/2021,5
7717,658,5,6/3/2021,5
7718,783,23,6/3/2021,5
7719,816,27,6/3/2021,5
7720,794,11,6/3/2021,5
7721,832,2,6/3/2021,5
7722,421,21,6/3/2021,5
7723,58,8,6/3/2021,5
7724,779,2,6/3/2021,3
7725,668,3,6/3/2021,5
7726,475,1,6/4/2021,5
7727,448,3,6/4/2021,5
7728,667,9,6/4/2021,5
7729,553,26,6/4/2021,5
7730,532,10,6/4/2021,5
7731,528,2,6/4/2021,5
7732,738,29,6/4/2021,5
7733,807,29,6/4/2021,2
7734,832,17,6/4/2021,5
7735,807,26,6/4/2021,5
7736,815,9,6/4/2021,5
7737,747,29,6/4/2021,5
7738,206,4,6/4/2021,5
7739,667,14,6/4/2021,5
7740,478,12,6/4/2021,5
7741,362,15,6/4/2021,5
7742,815,1,6/4/2021,5
7743,469,17,6/4/2021,5
7744,550,21,6/4/2021,3
7745,587,26,6/4/2021,5
7746,807,5,6/4/2021,2
7747,589,22,6/4/2021,4
7748,584,28,6/4/2021,5
7749,572,5,6/4/2021,2
7750,718,26,6/4/2021,5
7751,836,19,6/4/2021,5
7752,727,27,6/4/2021,5
7753,750,27,6/4/2021,3
7754,799,19,6/4/2021,5
7755,567,13,6/4/2021,5
7756,325,25,6/5/2021,5
7757,807,13,6/5/2021,5
7758,832,5,6/5/2021,1
7759,761,28,6/5/2021,5
7760,658,21,6/5/2021,5
7761,846,8,6/5/2021,5
7762,765,12,6/5/2021,2
7763,470,3,6/5/2021,5
7764,687,13,6/5/2021,5
7765,765,17,6/5/2021,5
7766,798,8,6/5/2021,5
7767,517,16,6/5/2021,3
7768,567,16,6/5/2021,2
7769,835,21,6/5/2021,2
7770,384,17,6/5/2021,3
7771,701,4,6/5/2021,5
7772,661,13,6/5/2021,5
7773,837,7,6/5/2021,5
7774,140,26,6/5/2021,3
7775,663,24,6/5/2021,5
7776,795,6,6/5/2021,5
7777,150,12,6/5/2021,5
7778,204,19,6/5/2021,4
7779,360,12,6/5/2021,4
7780,846,5,6/5/2021,5
7781,763,17,6/5/2021,5
7782,833,2,6/5/2021,5
7783,624,29,6/5/2021,5
7784,319,12,6/5/2021,4
7785,88,6,6/6/2021,4
7786,742,27,6/6/2021,4
7787,832,2,6/6/2021,5
7788,30,8,6/6/2021,5
7789,410,7,6/6/2021,5
7790,528,28,6/6/2021,5
7791,459,4,6/6/2021,5
7792,523,4,6/6/2021,5
7793,787,15,6/6/2021,5
7794,325,7,6/6/2021,5
7795,779,8,6/6/2021,5
7796,765,4,6/6/2021,5
7797,58,20,6/6/2021,5
7798,845,13,6/6/2021,5
7799,741,21,6/6/2021,5
7800,714,3,6/6/2021,5
7801,679,4,6/6/2021,5
7802,750,2,6/6/2021,5
7803,656,3,6/6/2021,5
7804,726,7,6/6/2021,5
7805,846,24,6/6/2021,5
7806,846,8,6/6/2021,5
7807,826,17,6/6/2021,5
7808,478,27,6/6/2021,5
7809,750,4,6/6/2021,5
7810,738,19,6/6/2021,4
