ID,ShipmentID,MealKitID
6208,2428,19
6209,2428,26
6210,2428,18
6211,2429,8
6212,2522,17
6213,2522,18
6214,2430,4
6215,2430,19
6216,2431,21
6217,2431,17
6218,2432,4
6219,2433,14
6220,2433,3
6221,2434,25
6222,2434,5
6223,2435,22
6224,2435,21
6225,2435,2
6226,2436,19
6227,2436,27
6228,2436,15
6229,2436,23
6230,2437,7
6231,2437,8
6232,2438,12
6233,2439,16
6234,2439,3
6235,2439,5
6236,2440,24
6237,2440,24
6238,2441,24
6239,2441,12
6240,2441,28
6241,2523,29
6242,2523,5
6243,2442,8
6244,2442,17
6245,2443,29
6246,2443,12
6247,2443,20
6248,2443,12
6249,2443,20
6250,2552,24
6251,2444,15
6252,2444,4
6253,2444,14
6254,2444,9
6255,2445,16
6256,2445,10
6257,2445,26
6258,2446,7
6259,2446,9
6260,2446,25
6261,2446,26
6262,2447,3
6263,2447,30
6264,2448,25
6265,2448,8
6266,2448,5
6267,2553,18
6268,2449,10
6269,2449,21
6270,2449,7
6271,2450,21
6272,2450,1
6273,2524,13
6274,2524,2
6275,2524,22
6276,2554,9
6277,2525,17
6278,2525,17
6279,2525,2
6280,2525,5
6281,2555,26
6282,2555,15
6283,2555,13
6284,2451,2
6285,2451,27
6286,2452,23
6287,2452,22
6288,2452,6
6289,2453,20
6290,2453,2
6291,2556,22
6292,2556,27
6293,2557,18
6294,2454,2
6295,2577,30
6296,2577,6
6297,2577,10
6298,2526,28
6299,2526,6
6300,2455,1
6301,2455,2
6302,2378,9
6303,2578,2
6304,2578,3
6305,2456,24
6306,2456,28
6307,2457,3
6308,2457,24
6309,2457,4
6310,2458,24
6311,2379,22
6312,2379,16
6313,2379,2
6314,2459,5
6315,2459,9
6316,2459,23
6317,2459,1
6318,2459,22
6319,2460,28
6320,2461,9
6321,2461,5
6322,2461,2
6323,2461,14
6324,2462,1
6325,2462,11
6326,2462,20
6327,2462,17
6328,2463,22
6329,2463,9
6330,2463,20
6331,2463,2
6332,2558,14
6333,2579,3
6334,2579,18
6335,2464,12
6336,2464,5
6337,2464,12
6338,2380,10
6339,2380,4
6340,2380,17
6341,2465,22
6342,2465,7
6343,2465,8
6344,2580,19
6345,2580,2
6346,2580,13
6347,2580,23
6348,2527,22
6349,2528,30
6350,2528,2
6351,2528,4
6352,2466,26
6353,2467,5
6354,2467,20
6355,2468,7
6356,2468,13
6357,2468,24
6358,2529,7
6359,2469,7
6360,2469,30
6361,2469,27
6362,2470,9
6363,2470,19
6364,2470,5
6365,2471,1
6366,2471,22
6367,2471,14
6368,2471,18
6369,2472,3
6370,2472,24
6371,2472,10
6372,2559,13
6373,2559,13
6374,2559,16
6375,2581,19
6376,2581,4
6377,2581,12
6378,2581,1
6379,2581,23
6380,2560,15
6381,2560,1
6382,2473,23
6383,2473,12
6384,2473,8
6385,2473,12
6386,2473,28
6387,2474,29
6388,2474,3
6389,2474,4
6390,2475,20
6391,2475,7
6392,2475,5
6393,2582,17
6394,2582,27
6395,2530,22
6396,2530,11
6397,2530,29
6398,2530,23
6399,2476,21
6400,2477,19
6401,2477,11
6402,2478,4
6403,2478,5
6404,2479,11
6405,2479,25
6406,2479,22
6407,2479,19
6408,2531,4
6409,2531,29
6410,2531,10
6411,2480,12
6412,2480,30
6413,2480,6
6414,2480,12
6415,2480,25
6416,2381,1
6417,2381,12
6418,2561,6
6419,2481,17
6420,2481,25
6421,2481,13
6422,2482,9
6423,2482,7
6424,2482,8
6425,2483,24
6426,2483,28
6427,2483,13
6428,2382,25
6429,2382,7
6430,2382,8
6431,2484,22
6432,2484,28
6433,2485,14
6434,2486,8
6435,2486,5
6436,2487,24
6437,2487,5
6438,2488,26
6439,2488,27
6440,2488,20
6441,2489,5
6442,2489,3
6443,2490,24
6444,2490,28
6445,2491,7
6446,2491,20
6447,2492,3
6448,2492,17
6449,2492,18
6450,2562,13
6451,2493,21
6452,2493,9
6453,2532,3
6454,2532,8
6455,2563,12
6456,2563,29
6457,2564,8
6458,2564,29
6459,2564,18
6460,2494,21
6461,2494,14
6462,2494,1
6463,2565,21
6464,2583,23
6465,2495,15
6466,2566,9
6467,2566,17
6468,2566,25
6469,2566,20
6470,2496,12
6471,2496,12
6472,2496,16
6473,2496,9
6474,2533,11
6475,2533,23
6476,2534,3
6477,2534,8
6478,2383,30
6479,2383,26
6480,2567,28
6481,2567,2
6482,2567,26
6483,2497,29
6484,2497,21
6485,2497,22
6486,2498,26
6487,2499,3
6488,2500,2
6489,2500,25
6490,2500,29
6491,2501,21
6492,2501,12
6493,2502,30
6494,2502,7
6495,2502,3
6496,2568,10
6497,2568,13
6498,2568,29
6499,2535,3
6500,2535,11
6501,2535,8
6502,2535,8
6503,2503,7
6504,2503,13
6505,2584,22
6506,2585,3
6507,2585,2
6508,2585,26
6509,2536,16
6510,2504,18
6511,2504,23
6512,2504,8
6513,2537,11
6514,2537,6
6515,2537,22
6516,2505,6
6517,2505,3
6518,2505,13
6519,2538,22
6520,2384,11
6521,2384,23
6522,2506,16
6523,2506,6
6524,2506,1
6525,2507,5
6526,2507,14
6527,2569,6
6528,2569,14
6529,2569,24
6530,2539,16
6531,2539,27
6532,2586,23
6533,2586,27
6534,2586,21
6535,2586,27
6536,2540,15
6537,2540,5
6538,2540,29
6539,2540,20
6540,2508,23
6541,2508,9
6542,2508,1
6543,2508,16
6544,2509,14
6545,2509,16
6546,2510,28
6547,2510,25
6548,2510,4
6549,2510,7
6550,2587,17
6551,2541,14
6552,2541,28
6553,2511,17
6554,2511,28
6555,2542,4
6556,2512,12
6557,2512,7
6558,2513,14
6559,2514,1
6560,2514,12
6561,2514,28
6562,2514,30
6563,2514,29
6564,2593,16
6565,2593,4
6566,2733,16
6567,2760,23
6568,2760,17
6569,2594,6
6570,2594,2
6571,2594,14
6572,2595,26
6573,2595,15
6574,2595,16
6575,2596,3
6576,2596,21
6577,2597,23
6578,2598,12
6579,2598,23
6580,2761,11
6581,2761,18
6582,2599,30
6583,2599,5
6584,2599,9
6585,2599,5
6586,2588,13
6587,2762,2
6588,2762,24
6589,2762,12
6590,2762,10
6591,2600,29
6592,2600,22
6593,2600,6
6594,2601,3
6595,2601,3
6596,2601,3
6597,2601,15
6598,2601,23
6599,2602,17
6600,2602,27
6601,2602,7
6602,2763,19
6603,2763,3
6604,2763,17
6605,2764,25
6606,2764,18
6607,2764,2
6608,2764,12
6609,2764,14
6610,2734,23
6611,2734,7
6612,2734,8
6613,2603,15
6614,2603,15
6615,2603,5
6616,2603,19
6617,2735,15
6618,2765,24
6619,2765,30
6620,2765,20
6621,2765,18
6622,2765,10
6623,2785,17
6624,2785,25
6625,2604,30
6626,2604,5
6627,2604,2
6628,2605,10
6629,2605,8
6630,2605,1
6631,2606,14
6632,2607,24
6633,2607,23
6634,2607,22
6635,2608,13
6636,2608,26
6637,2608,26
6638,2736,13
6639,2736,11
6640,2609,17
6641,2609,29
6642,2609,5
6643,2609,28
6644,2737,29
6645,2737,13
6646,2737,16
6647,2766,12
6648,2766,25
6649,2767,28
6650,2610,9
6651,2610,18
6652,2610,28
6653,2611,13
6654,2611,7
6655,2611,22
6656,2611,2
6657,2611,1
6658,2738,9
6659,2612,18
6660,2613,17
6661,2768,29
6662,2768,7
6663,2768,11
6664,2786,28
6665,2614,30
6666,2614,22
6667,2615,19
6668,2615,2
6669,2616,15
6670,2616,19
6671,2616,6
6672,2617,25
6673,2617,6
6674,2617,20
6675,2617,27
6676,2618,9
6677,2618,12
6678,2618,9
6679,2618,18
6680,2618,10
6681,2739,1
6682,2739,15
6683,2769,8
6684,2619,20
6685,2619,2
6686,2619,28
6687,2619,12
6688,2620,26
6689,2620,21
6690,2620,26
6691,2620,7
6692,2589,11
6693,2589,4
6694,2740,22
6695,2740,1
6696,2740,30
6697,2621,29
6698,2621,27
6699,2621,8
6700,2770,14
6701,2770,29
6702,2770,24
6703,2770,18
6704,2770,22
6705,2622,7
6706,2622,17
6707,2622,4
6708,2623,14
6709,2624,27
6710,2624,8
6711,2624,29
6712,2624,28
6713,2787,11
6714,2787,27
6715,2741,9
6716,2741,10
6717,2741,14
6718,2625,8
6719,2625,20
6720,2771,22
6721,2771,1
6722,2771,19
6723,2771,5
6724,2771,30
6725,2626,26
6726,2627,21
6727,2627,3
6728,2628,7
6729,2628,29
6730,2629,2
6731,2629,30
6732,2629,18
6733,2788,1
6734,2630,2
6735,2630,3
6736,2631,17
6737,2631,2
6738,2631,16
6739,2632,24
6740,2633,1
6741,2633,27
6742,2634,11
6743,2634,23
6744,2635,4
6745,2635,7
6746,2636,13
6747,2636,29
6748,2636,17
6749,2636,8
6750,2636,29
6751,2637,24
6752,2637,24
6753,2638,1
6754,2638,7
6755,2638,12
6756,2639,7
6757,2639,3
6758,2639,15
6759,2639,17
6760,2640,14
6761,2640,8
6762,2641,19
6763,2641,9
6764,2742,12
6765,2742,8
6766,2742,15
6767,2642,17
6768,2642,17
6769,2643,15
6770,2644,25
6771,2644,11
6772,2644,25
6773,2644,8
6774,2645,17
6775,2645,11
6776,2645,11
6777,2645,17
6778,2646,3
6779,2646,6
6780,2646,17
6781,2647,17
6782,2647,1
6783,2648,26
6784,2648,30
6785,2649,15
6786,2649,18
6787,2649,2
6788,2650,1
6789,2651,26
6790,2651,14
6791,2651,30
6792,2651,25
6793,2652,29
6794,2652,6
6795,2652,23
6796,2653,30
6797,2654,11
6798,2654,27
6799,2743,24
6800,2743,6
6801,2655,10
6802,2772,21
6803,2772,16
6804,2772,2
6805,2744,8
6806,2744,3
6807,2745,7
6808,2656,1
6809,2656,2
6810,2656,17
6811,2773,17
6812,2773,11
6813,2773,16
6814,2773,15
6815,2657,27
6816,2657,26
6817,2657,14
6818,2658,16
6819,2658,5
6820,2659,10
6821,2659,18
6822,2659,7
6823,2774,23
6824,2775,7
6825,2775,14
6826,2775,9
6827,2776,30
6828,2776,24
6829,2776,29
6830,2777,2
6831,2777,4
6832,2660,8
6833,2660,26
6834,2778,27
6835,2778,28
6836,2779,23
6837,2779,14
6838,2779,27
6839,2779,27
6840,2661,25
6841,2661,29
6842,2661,18
6843,2662,29
6844,2662,29
6845,2663,12
6846,2663,20
6847,2664,16
6848,2664,24
6849,2665,24
6850,2665,29
6851,2666,18
6852,2666,6
6853,2667,20
6854,2667,5
6855,2668,16
6856,2668,4
6857,2668,29
6858,2746,18
6859,2747,15
6860,2747,9
6861,2669,16
6862,2669,6
6863,2748,7
6864,2748,18
6865,2748,30
6866,2748,28
6867,2670,9
6868,2789,8
6869,2789,13
6870,2749,9
6871,2671,23
6872,2672,24
6873,2672,28
6874,2672,27
6875,2672,24
6876,2673,12
6877,2673,22
6878,2673,17
6879,2673,26
6880,2673,27
6881,2674,2
6882,2675,4
6883,2675,7
6884,2750,7
6885,2750,10
6886,2750,2
6887,2676,7
6888,2676,29
6889,2676,7
6890,2676,25
6891,2676,30
6892,2780,11
6893,2780,8
6894,2780,2
6895,2677,11
6896,2677,5
6897,2678,10
6898,2678,9
6899,2678,1
6900,2679,13
6901,2679,8
6902,2680,3
6903,2680,23
6904,2681,18
6905,2681,23
6906,2681,6
6907,2682,10
6908,2682,30
6909,2683,4
6910,2683,24
6911,2590,5
6912,2590,24
6913,2751,24
6914,2751,17
6915,2751,11
6916,2684,7
6917,2684,17
6918,2684,21
6919,2684,19
6920,2685,4
6921,2685,12
6922,2686,13
6923,2687,16
6924,2687,10
6925,2687,22
6926,2752,18
6927,2781,17
6928,2781,18
6929,2781,28
6930,2688,26
6931,2688,5
6932,2688,21
6933,2688,6
6934,2688,17
6935,2753,16
6936,2753,16
6937,2790,18
6938,2790,8
6939,2689,23
6940,2689,26
6941,2591,5
6942,2591,25
6943,2591,13
6944,2690,19
6945,2690,28
6946,2754,4
6947,2754,10
6948,2754,16
6949,2691,21
6950,2691,5
6951,2691,28
6952,2755,25
6953,2755,29
6954,2692,1
6955,2592,6
6956,2592,29
6957,2592,29
6958,2693,26
6959,2693,22
6960,2693,20
6961,2756,25
6962,2756,14
6963,2694,29
6964,2694,3
6965,2694,3
6966,2695,11
6967,2695,19
6968,2695,24
6969,2696,11
6970,2697,28
6971,2697,21
6972,2782,5
6973,2782,11
6974,2782,6
6975,2698,5
6976,2698,9
6977,2699,15
6978,2757,24
6979,2757,13
6980,2757,13
6981,2700,9
6982,2700,18
6983,2700,19
6984,2700,9
6985,2701,20
6986,2701,26
6987,2702,27
6988,2702,2
6989,2702,17
6990,2791,28
6991,2791,16
6992,2791,29
6993,2703,15
6994,2703,6
6995,2758,17
6996,2758,13
6997,2758,28
6998,2758,26
6999,2758,26
7000,2704,20
7001,2704,9
7002,2704,27
7003,2792,7
7004,2705,30
7005,2705,13
7006,2705,7
7007,2705,8
7008,2793,7
7009,2793,22
7010,2793,19
7011,2706,9
7012,2707,24
7013,2707,8
7014,2794,11
7015,2794,9
7016,2794,24
7017,2708,11
7018,2708,14
7019,2708,18
7020,2709,18
7021,2709,7
7022,2709,13
7023,2795,1
7024,2795,26
7025,2795,14
7026,2795,26
7027,2795,5
7028,2710,1
7029,2796,19
7030,2796,20
7031,2796,19
7032,2711,12
7033,2711,2
7034,2711,7
7035,2711,11
7036,2712,22
7037,2712,19
7038,2712,29
7039,2713,14
7040,2713,19
7041,2713,2
7042,2714,10
7043,2714,15
7044,2714,9
7045,2714,25
7046,2759,14
7047,2759,30
7048,2759,1
7049,2759,22
7050,2715,17
7051,2716,12
7052,2716,8
7053,2717,16
7054,2717,12
7055,2717,17
7056,2718,20
7057,2718,17
7058,2718,23
7059,2718,25
7060,2719,14
7061,2720,4
7062,2720,20
7063,2720,17
7064,2783,20
7065,2783,14
7066,2721,21
7067,2722,6
7068,2723,11
7069,2723,25
7070,2723,3
7071,2723,28
7072,2724,11
7073,2724,15
7074,2725,12
7075,2725,5
7076,2725,11
7077,2726,3
7078,2726,27
7079,2726,3
7080,2797,14
7081,2727,5
7082,2727,6
7083,2727,6
7084,2727,10
7085,2728,29
7086,2728,15
7087,2729,29
7088,2729,4
7089,2729,10
7090,2784,21
7091,2784,20
7092,2784,5
7093,2784,20
7094,2730,10
7095,2730,16
7096,2731,20
7097,2731,21
7098,2731,12
7099,2798,13
7100,2732,29
7101,2732,5
7102,2732,22
7103,2805,7
7104,2805,6
7105,2805,20
7106,2805,14
7107,2805,29
7108,2943,1
7109,2943,25
7110,2969,14
7111,2969,24
7112,2969,7
7113,2806,21
7114,2806,14
7115,2806,26
7116,2806,16
7117,2806,11
7118,2807,9
7119,2807,16
7120,2807,9
7121,2807,1
7122,2944,20
7123,2944,1
7124,2993,19
7125,2993,1
7126,2993,5
7127,2808,10
7128,2808,20
7129,2808,7
7130,2809,7
7131,2809,10
7132,2810,6
7133,2810,30
7134,2811,20
7135,2811,2
7136,2811,29
7137,2812,23
7138,2812,5
7139,2812,24
7140,2813,19
7141,2814,17
7142,2814,7
7143,2815,15
7144,2970,19
7145,2970,21
7146,2816,11
7147,2816,7
7148,2816,24
7149,2817,17
7150,2817,13
7151,2817,12
7152,2817,25
7153,2818,24
7154,2818,13
7155,2819,3
7156,2820,21
7157,2820,28
7158,2820,23
7159,2820,2
7160,2821,30
7161,2821,13
7162,2821,21
7163,2945,6
7164,2945,3
7165,2945,11
7166,2946,17
7167,2946,8
7168,2947,5
7169,2947,2
7170,2947,7
7171,2822,30
7172,2971,17
7173,2971,2
7174,2823,13
7175,2823,11
7176,2823,14
7177,2823,23
7178,2994,1
7179,2994,3
7180,2824,19
7181,2824,9
7182,2825,24
7183,2825,5
7184,2825,24
7185,2826,26
7186,2827,9
7187,2828,3
7188,2828,25
7189,2948,20
7190,2948,18
7191,2949,6
7192,2949,4
7193,2949,13
7194,2949,20
7195,2829,10
7196,2829,27
7197,2829,8
7198,2829,2
7199,2829,25
7200,2830,2
7201,2830,19
7202,2830,17
7203,2831,7
7204,2831,5
7205,2831,11
7206,2832,6
7207,2832,8
7208,2832,1
7209,2950,18
7210,2833,27
7211,2833,29
7212,2833,15
7213,2833,10
7214,2833,1
7215,2972,2
7216,2995,2
7217,2995,13
7218,2834,3
7219,2834,7
7220,2799,6
7221,2799,7
7222,2799,11
7223,2973,22
7224,2973,17
7225,2973,12
7226,2973,14
7227,2973,14
7228,2974,29
7229,2974,19
7230,2974,14
7231,2974,27
7232,2996,12
7233,2996,12
7234,2996,29
7235,2996,19
7236,2835,22
7237,2835,24
7238,2835,3
7239,2835,9
7240,2800,16
7241,2801,17
7242,2801,22
7243,2836,3
7244,2836,21
7245,2836,2
7246,2837,17
7247,2837,27
7248,2951,29
7249,2951,22
7250,2951,29
7251,2838,15
7252,2838,6
7253,2838,12
7254,2838,17
7255,2839,18
7256,2839,7
7257,2840,15
7258,2840,29
7259,2841,28
7260,2841,16
7261,2841,16
7262,2841,14
7263,2841,3
7264,2842,16
7265,2842,21
7266,2842,15
7267,2842,9
7268,2843,8
7269,2843,22
7270,2844,12
7271,2844,21
7272,2844,22
7273,2845,12
7274,2845,26
7275,2845,26
7276,2846,3
7277,2846,16
7278,2846,5
7279,2846,29
7280,2847,2
7281,2847,27
7282,2847,12
7283,2848,2
7284,2848,16
7285,2848,16
7286,2848,7
7287,2952,2
7288,2952,13
7289,2952,8
7290,2952,8
7291,2849,24
7292,2849,13
7293,2849,12
7294,2850,28
7295,2850,2
7296,2850,7
7297,2850,10
7298,2851,3
7299,2851,5
7300,2851,9
7301,2953,23
7302,2953,2
7303,2953,30
7304,2852,27
7305,2852,3
7306,2997,18
7307,2997,13
7308,2998,13
7309,2998,17
7310,2998,8
7311,2853,7
7312,2853,13
7313,2854,2
7314,2854,2
7315,2999,22
7316,2975,28
7317,2975,7
7318,2975,2
7319,2975,10
7320,2975,15
7321,2855,8
7322,2856,28
7323,2954,9
7324,2857,4
7325,2857,6
7326,2857,22
7327,2858,24
7328,2858,6
7329,2858,18
7330,2858,29
7331,2858,19
7332,2859,12
7333,2859,14
7334,2860,28
7335,2860,8
7336,2860,13
7337,2860,3
7338,2861,1
7339,2861,10
7340,2861,20
7341,2861,23
7342,2861,5
7343,2862,4
7344,2862,27
7345,2862,26
7346,2802,5
7347,2802,28
7348,2802,29
7349,2863,3
7350,2863,1
7351,2863,28
7352,2863,30
7353,2864,1
7354,3000,22
7355,2865,28
7356,2865,15
7357,2865,10
7358,2866,9
7359,2866,19
7360,2976,4
7361,2976,28
7362,2976,20
7363,2976,7
7364,2867,26
7365,2868,4
7366,2868,7
7367,2869,28
7368,2869,20
7369,2869,3
7370,2870,15
7371,2870,5
7372,2870,17
7373,2871,28
7374,3001,15
7375,3001,29
7376,3001,21
7377,2872,30
7378,2872,2
7379,2873,20
7380,2873,9
7381,2873,6
7382,2874,14
7383,2874,12
7384,2874,5
7385,2875,17
7386,2875,30
7387,2875,17
7388,2876,22
7389,2876,30
7390,2876,6
7391,2877,1
7392,2877,26
7393,2877,4
7394,2878,14
7395,2879,21
7396,2879,27
7397,2880,14
7398,2880,27
7399,2880,24
7400,2880,9
7401,2955,22
7402,2955,10
7403,2881,30
7404,2881,11
7405,2882,8
7406,2882,5
7407,2977,23
7408,2977,10
7409,2977,23
7410,2978,26
7411,2978,16
7412,2978,12
7413,2883,11
7414,2884,30
7415,2884,22
7416,2884,16
7417,2956,6
7418,2956,30
7419,2885,16
7420,2885,16
7421,2886,6
7422,2886,4
7423,2886,7
7424,2979,23
7425,2979,23
7426,2887,14
7427,2887,10
7428,2887,20
7429,2888,14
7430,2888,10
7431,2889,29
7432,2889,6
7433,2889,5
7434,2890,2
7435,2890,14
7436,2957,24
7437,2957,14
7438,2891,29
7439,2892,22
7440,2892,17
7441,2893,3
7442,2894,1
7443,2894,15
7444,2895,19
7445,2895,27
7446,2896,17
7447,2897,9
7448,2898,18
7449,2899,8
7450,2899,22
7451,2899,25
7452,2899,28
7453,2900,9
7454,2900,9
7455,2900,28
7456,2901,5
7457,2901,6
7458,2901,28
7459,2902,8
7460,2902,13
7461,2958,6
7462,2958,28
7463,2958,3
7464,2958,23
7465,2903,16
7466,2903,14
7467,2903,17
7468,2904,1
7469,3002,27
7470,3002,5
7471,3002,17
7472,2905,24
7473,2905,1
7474,2905,22
7475,2906,13
7476,2906,2
7477,2907,4
7478,2907,4
7479,2908,19
7480,2959,9
7481,2959,21
7482,2803,17
7483,2803,29
7484,2909,22
7485,2909,14
7486,2980,20
7487,2980,5
7488,2980,14
7489,2981,1
7490,2981,22
7491,2982,24
7492,2982,13
7493,2982,7
7494,2982,1
7495,2910,6
7496,2910,9
7497,2910,26
7498,2910,10
7499,2910,13
7500,2983,8
7501,2984,3
7502,2984,14
7503,2911,1
7504,2911,4
7505,2911,16
7506,2912,1
7507,2912,4
7508,3003,15
7509,3003,18
7510,3003,17
7511,3003,17
7512,2985,28
7513,2985,16
7514,2985,30
7515,2913,7
7516,2914,12
7517,2914,1
7518,2914,23
7519,2915,4
7520,2915,26
7521,2915,18
7522,2916,8
7523,2916,11
7524,2917,9
7525,2917,27
7526,2918,22
7527,2918,22
7528,2919,13
7529,2919,22
7530,2919,24
7531,2919,5
7532,2920,4
7533,2921,3
7534,2921,24
7535,2922,12
7536,2986,15
7537,2986,4
7538,2986,18
7539,2987,15
7540,2987,3
7541,2923,17
7542,2923,19
7543,2988,3
7544,2924,14
7545,2924,30
7546,2924,7
7547,2925,26
7548,2925,25
7549,2925,18
7550,2960,3
7551,2960,29
7552,3004,4
7553,3004,6
7554,2926,5
7555,2926,28
7556,2926,21
7557,2926,5
7558,2927,23
7559,2927,11
7560,2927,13
7561,2927,10
7562,2927,2
7563,2961,27
7564,2961,4
7565,2961,6
7566,2961,2
7567,2928,18
7568,2928,22
7569,2928,10
7570,3005,28
7571,3005,6
7572,2929,10
7573,2929,2
7574,2929,3
7575,2930,23
7576,2930,15
7577,2930,18
7578,2931,16
7579,2931,11
7580,2931,5
7581,2989,2
7582,2989,23
7583,2989,17
7584,2989,4
7585,3006,17
7586,3006,13
7587,3006,18
7588,2932,8
7589,2962,4
7590,2962,30
7591,2962,2
7592,2963,15
7593,2933,3
7594,2933,22
7595,2933,17
7596,2934,18
7597,2935,8
7598,2964,9
7599,2964,18
7600,2964,1
7601,2936,3
7602,2936,5
7603,2990,1
7604,2990,15
7605,2990,4
7606,2990,1
7607,2990,11
7608,2965,14
7609,2965,29
7610,2937,7
7611,2937,17
7612,2966,27
7613,2938,11
7614,2938,21
7615,2804,27
7616,2939,28
7617,3007,1
7618,3007,10
7619,3007,27
7620,2940,17
7621,2940,3
7622,2941,7
7623,2941,2
7624,3008,22
7625,2991,6
7626,2991,28
7627,2991,1
7628,2991,6
7629,2991,8
7630,2967,16
7631,2967,8
7632,2968,16
7633,2942,4
7634,2942,16
7635,2942,5
7636,2992,22
7637,2992,9
7638,2992,20
7639,3009,29
7640,3009,26
7641,3009,3
7642,3173,13
7643,3173,19
7644,3173,14
7645,3016,24
7646,3017,10
7647,3017,26
7648,3017,28
7649,3143,8
7650,3143,9
7651,3018,11
7652,3018,17
7653,3018,6
7654,3019,5
7655,3019,30
7656,3194,7
7657,3194,6
7658,3020,9
7659,3021,2
7660,3022,12
7661,3022,26
7662,3022,14
7663,3022,15
7664,3022,22
7665,3174,26
7666,3174,25
7667,3174,10
7668,3174,20
7669,3023,25
7670,3144,13
7671,3144,26
7672,3144,28
7673,3024,26
7674,3195,10
7675,3195,9
7676,3145,19
7677,3145,29
7678,3145,18
7679,3145,2
7680,3175,7
7681,3175,18
7682,3175,25
7683,3196,9
7684,3196,16
7685,3197,27
7686,3197,23
7687,3197,9
7688,3025,21
7689,3025,16
7690,3025,4
7691,3025,25
7692,3026,28
7693,3026,18
7694,3027,25
7695,3027,1
7696,3027,24
7697,3146,20
7698,3176,22
7699,3176,18
7700,3028,2
7701,3028,26
7702,3028,27
7703,3010,14
7704,3010,27
7705,3010,21
7706,3010,23
7707,3029,14
7708,3029,29
7709,3029,12
7710,3198,20
7711,3198,14
7712,3198,13
7713,3198,19
7714,3030,4
7715,3030,28
7716,3031,15
7717,3031,14
7718,3032,17
7719,3032,3
7720,3199,24
7721,3199,6
7722,3199,8
7723,3033,2
7724,3033,6
7725,3033,11
7726,3033,9
7727,3033,28
7728,3034,25
7729,3034,21
7730,3034,2
7731,3034,29
7732,3035,7
7733,3147,9
7734,3147,8
7735,3147,6
7736,3036,9
7737,3036,27
7738,3037,5
7739,3037,4
7740,3037,5
7741,3037,12
7742,3038,14
7743,3038,12
7744,3038,28
7745,3038,29
7746,3148,21
7747,3148,15
7748,3148,28
7749,3148,11
7750,3148,15
7751,3149,7
7752,3149,25
7753,3149,17
7754,3177,16
7755,3177,8
7756,3039,14
7757,3039,18
7758,3039,10
7759,3040,5
7760,3040,26
7761,3040,9
7762,3200,26
7763,3200,4
7764,3041,30
7765,3042,9
7766,3042,25
7767,3042,3
7768,3178,19
7769,3178,14
7770,3178,23
7771,3178,16
7772,3178,5
7773,3043,20
7774,3043,13
7775,3043,12
7776,3044,30
7777,3045,14
7778,3045,26
7779,3045,17
7780,3046,4
7781,3046,19
7782,3046,21
7783,3150,3
7784,3150,13
7785,3150,2
7786,3047,20
7787,3047,25
7788,3047,23
7789,3047,14
7790,3047,13
7791,3011,20
7792,3011,2
7793,3011,23
7794,3151,30
7795,3151,6
7796,3048,11
7797,3049,4
7798,3049,19
7799,3049,11
7800,3049,18
7801,3050,9
7802,3050,14
7803,3050,26
7804,3051,15
7805,3051,13
7806,3051,7
7807,3051,24
7808,3051,15
7809,3052,23
7810,3053,21
7811,3053,20
7812,3054,28
7813,3054,5
7814,3054,11
7815,3179,16
7816,3179,20
7817,3055,14
7818,3055,14
7819,3055,22
7820,3056,22
7821,3056,5
7822,3056,30
7823,3056,25
7824,3201,30
7825,3201,9
7826,3201,30
7827,3201,23
7828,3152,12
7829,3152,24
7830,3180,10
7831,3057,14
7832,3057,21
7833,3058,6
7834,3058,11
7835,3058,14
7836,3059,26
7837,3059,2
7838,3060,23
7839,3061,6
7840,3061,20
7841,3062,10
7842,3062,24
7843,3062,3
7844,3062,21
7845,3062,17
7846,3153,6
7847,3153,11
7848,3153,9
7849,3063,1
7850,3063,3
7851,3202,17
7852,3202,29
7853,3203,22
7854,3203,19
7855,3064,23
7856,3064,18
7857,3065,3
7858,3066,20
7859,3067,6
7860,3067,5
7861,3154,29
7862,3181,15
7863,3181,24
7864,3068,22
7865,3068,17
7866,3068,14
7867,3155,24
7868,3069,28
7869,3069,3
7870,3156,6
7871,3156,1
7872,3070,25
7873,3070,14
7874,3070,5
7875,3012,1
7876,3012,29
7877,3012,20
7878,3071,23
7879,3071,18
7880,3204,8
7881,3204,22
7882,3013,16
7883,3013,22
7884,3013,23
7885,3072,29
7886,3072,2
7887,3072,22
7888,3073,5
7889,3205,6
7890,3205,14
7891,3205,22
7892,3074,7
7893,3074,12
7894,3157,7
7895,3157,16
7896,3157,27
7897,3157,22
7898,3206,8
7899,3206,6
7900,3075,27
7901,3076,22
7902,3076,29
7903,3076,16
7904,3076,2
7905,3207,24
7906,3207,3
7907,3077,13
7908,3158,28
7909,3158,25
7910,3158,22
7911,3158,21
7912,3158,30
7913,3078,6
7914,3079,4
7915,3079,21
7916,3079,8
7917,3080,22
7918,3080,5
7919,3081,4
7920,3081,10
7921,3082,10
7922,3182,14
7923,3182,28
7924,3182,17
7925,3083,17
7926,3159,6
7927,3159,2
7928,3084,7
7929,3084,25
7930,3084,6
7931,3085,18
7932,3085,17
7933,3086,29
7934,3086,18
7935,3086,13
7936,3086,1
7937,3087,20
7938,3087,22
7939,3087,12
7940,3208,3
7941,3208,4
7942,3208,4
7943,3208,15
7944,3209,1
7945,3209,22
7946,3209,2
7947,3183,28
7948,3183,8
7949,3183,8
7950,3088,18
7951,3088,12
7952,3210,16
7953,3210,17
7954,3211,12
7955,3211,8
